Order_Source,Order_ID,Order_Date,Customer_ID,Customer_Name,Address,ZIP,Tel,Product_ID,Product_Price,Quantity,Promotion,TotalPrice,Unnamed: 13,Unnamed: 14,Unnamed: 15,recency,frequency,monetary,r_score,f_score,m_score,RFMScore,Segment,cluster
Lazada,4231,27/04/2022 14:30,60192,Flynn Anthony,398-9057 Ante Rd.,99738,032-997-1162,THT0010,430,4,No,1720.0,,,,31.0,1,1720,5,1,4,514,Long time Big Buy,2
Call,3290,27/04/2022 19:55,70707,Adam Figueroa,"P.O. Box 353, 5818 Morbi Street",78851,067-817-5732,THT0003,290,2,Yes,493.0,,,,31.0,1,580,5,1,1,511,Potential Loyalists,2
Shopee,9970,27/05/2021 16:06,24461,Jerry Mathis,Ap #209-324 Vitae Av.,11266,081-547-8005,THT0006,350,5,No,1750.0,,,,366.0,1,1750,2,1,4,214,At Risk,3
Lazada,2663,27/05/2021 18:00,88959,Orla Hurley,468-7544 Porta Av.,74806,082-202-7652,THT0017,570,2,Yes,969.0,,,,366.0,1,1140,2,1,3,213,At Risk,3
Line,9984,27/07/2021 01:56,44977,Slade Castillo,412-9035 Auctor Rd.,37695,043-538-5283,THT0008,390,1,Yes,331.5,,,,305.0,1,390,3,1,1,311,Potential Loyalists,0
Shopee,9198,27/07/2021 04:51,15150,Rudyard Holman,Ap #249-7534 Enim. St.,40858,087-160-7866,THT0010,430,3,No,1290.0,,,,305.0,1,1290,3,1,3,313,Potential Loyalists,3
Call,2892,27/07/2021 22:44,74873,Wing Witt,8640 Ipsum Street,22112,024-456-6665,THT0013,490,2,Yes,833.0,,,,305.0,1,980,3,1,2,312,Potential Loyalists,0
Lazada,2083,27/09/2020 18:44,44235,Nina Nieves,"698-6513 Ornare, St.",61965,072-233-6552,THT0020,630,1,No,630.0,,,,608.0,1,630,1,1,1,111,At Risk,0
Line,5646,27/10/2021 02:35,22506,Baker Bass,Ap #361-2101 Semper. Street,71323,068-530-9559,THT0018,590,5,No,2950.0,,,,213.0,1,2950,4,1,5,415,Long time Big Buy,3
Line,1452,27/11/2021 11:44,61152,Nyssa Wolf,261-5192 Duis St.,68813,053-384-8623,THT0007,370,4,No,1480.0,,,,182.0,1,1480,4,1,3,413,Potential Loyalists,3
Facebook,4667,27/12/2020 16:56,53284,Ira Bradford,647-2776 Parturient St.,36077,021-276-2528,THT0019,610,4,No,2440.0,,,,517.0,1,2440,1,1,5,115,At Risk,3
Shopee,2531,28/03/2022 12:44,95217,Blaze Hinton,845-938 Enim St.,35482,021-367-1646,THT0002,270,3,Yes,688.5,,,,61.0,1,810,5,1,2,512,Potential Loyalists,2
Lazada,1387,28/03/2022 13:48,53736,Bernard Leonard,"P.O. Box 543, 7309 Vestibulum, Av.",54361,028-896-8048,THT0001,250,3,Yes,637.5,,,,61.0,1,750,5,1,2,512,Potential Loyalists,2
Shopee,1423,28/04/2022 07:18,13989,Xenos Potts,"P.O. Box 134, 5184 Mauris St.",58399,027-078-8226,THT0003,290,3,No,870.0,,,,30.0,1,870,5,1,2,512,Potential Loyalists,2
Call,7358,28/05/2021 17:27,11205,Justine Humphrey,Ap #876-6104 Vulputate St.,78763,085-480-2559,THT0018,590,4,No,2360.0,,,,365.0,1,2360,2,1,5,215,At Risk,3
Lazada,1454,28/07/2021 08:26,38754,Hilda Lyons,"579-6386 Tincidunt, Rd.",91611,017-377-8053,THT0019,610,2,No,1220.0,,,,304.0,1,1220,3,1,3,313,Potential Loyalists,3
Shopee,2700,28/08/2021 03:38,11055,Fitzgerald Garza,"P.O. Box 581, 9886 Congue Ave",51672,025-714-4858,THT0007,370,5,Yes,1572.5,,,,273.0,1,1850,3,1,4,314,Long time Big Buy,3
Lazada,2079,28/10/2020 10:32,73301,Hamilton Cain,"7514 Vulputate, Ave",34732,042-588-8222,THT0006,350,4,Yes,1190.0,,,,577.0,1,1400,1,1,3,113,At Risk,3
Line,2769,28/10/2021 17:35,36768,Jena Pace,"505-335 Tempor, Avenue",46572,084-947-5231,THT0005,330,4,No,1320.0,,,,212.0,1,1320,4,1,3,413,Potential Loyalists,3
Call,8126,28/12/2021 16:17,31727,Rudyard Chang,"445-483 Nec, Avenue",37363,061-583-2581,THT0001,250,3,Yes,637.5,,,,151.0,1,750,4,1,2,412,Potential Loyalists,0
Shopee,5207,29/01/2020 07:31,83249,Vanna Browning,953-7577 Quis Avenue,54360,085-182-8355,THT0002,270,2,No,540.0,,,,850.0,1,540,1,1,1,111,At Risk,0
Line,3617,29/01/2022 10:49,97145,Neil Thompson,Ap #555-4183 Ipsum. Road,55655,031-753-7408,THT0016,550,3,Yes,1402.5,,,,119.0,1,1650,5,1,4,514,Long time Big Buy,2
Lazada,3455,29/01/2022 13:01,56345,Flavia Justice,"Ap #717-9081 Urna, Rd.",72590,072-375-5872,THT0009,410,3,No,1230.0,,,,119.0,1,1230,5,1,3,513,Potential Loyalists,2
Shopee,7901,29/05/2021 15:58,35439,Chancellor Macdonald,931-2880 Bibendum Av.,23510,076-260-5183,THT0011,450,4,Yes,1530.0,,,,364.0,1,1800,2,1,4,214,At Risk,3
Line,6957,29/08/2021 14:21,89082,Carly Workman,225-2922 Tellus St.,42791,026-868-5617,THT0011,450,2,Yes,765.0,,,,272.0,1,900,3,1,2,312,Potential Loyalists,0
Facebook,1840,29/10/2021 01:39,17959,Lavinia Dotson,677-6561 Erat St.,86196,050-632-1432,THT0006,350,4,No,1400.0,,,,211.0,1,1400,4,1,3,413,Potential Loyalists,3
Line,7236,29/11/2021 10:55,46638,Libby Dalton,Ap #591-1186 Proin St.,13439,078-235-3715,THT0005,330,3,No,990.0,,,,180.0,1,990,4,1,2,412,Potential Loyalists,0
Lazada,4111,29/11/2021 16:23,58425,Victoria Kim,Ap #244-3047 Ac Avenue,85574,036-827-2341,THT0002,270,2,No,540.0,,,,180.0,1,540,4,1,1,411,Potential Loyalists,0
Facebook,2299,29/11/2021 22:49,99802,Oprah Lambert,"P.O. Box 170, 8835 Congue Ave",97118,072-195-9888,THT0020,630,4,Yes,2142.0,,,,180.0,1,2520,4,1,5,415,Long time Big Buy,3
Call,2105,29/12/2021 08:08,95990,Odette Medina,Ap #635-6671 Lorem St.,14866,021-897-4478,THT0010,430,3,Yes,1096.5,,,,150.0,1,1290,4,1,3,413,Potential Loyalists,3
Lazada,3285,29/12/2021 09:11,51549,Carl Burks,Ap #351-1923 Pretium Street,61285,024-214-4771,THT0007,370,4,Yes,1258.0,,,,150.0,1,1480,4,1,3,413,Potential Loyalists,3
Facebook,1122,29/12/2021 14:56,41678,Jamal Nicholson,Ap #427-4283 Arcu. Street,90227,034-523-5058,THT0007,370,2,No,740.0,,,,150.0,1,740,4,1,2,412,Potential Loyalists,0
Call,9629,29/12/2021 20:12,41938,Hakeem Hartman,7772 Imperdiet Road,64512,032-135-2656,THT0004,310,5,No,1550.0,,,,150.0,1,1550,4,1,4,414,Long time Big Buy,3
Facebook,2410,30/01/2022 03:45,58579,Alan Riggs,Ap #513-3924 Mauris Road,17420,036-462-8457,THT0003,290,1,No,290.0,,,,118.0,1,290,5,1,1,511,Potential Loyalists,0
Call,6285,30/01/2022 23:52,51458,Nissim Cooley,3560 Leo. Road,51897,001-831-6154,THT0008,390,5,No,1950.0,,,,118.0,1,1950,5,1,5,515,Long time Big Buy,2
Facebook,6539,30/03/2020 09:09,61117,Zia Parker,"P.O. Box 354, 2365 Eget Ave",81683,074-595-7307,THT0017,570,1,Yes,484.5,,,,789.0,1,570,1,1,1,111,At Risk,0
Line,5273,30/03/2020 13:19,94197,Raya Hale,Ap #829-9560 Cursus St.,13396,044-340-4332,THT0012,470,2,Yes,799.0,,,,789.0,1,940,1,1,2,112,At Risk,0
Line,8158,30/03/2022 05:51,33329,Kasimir Byers,3412 Nunc Ave,24219,075-276-2335,THT0015,530,4,No,2120.0,,,,59.0,1,2120,5,1,5,515,Long time Big Buy,2
Lazada,1470,30/03/2022 16:03,97714,Otto Hoffman,Ap #376-1177 Ipsum St.,60723,015-724-5723,THT0002,270,2,No,540.0,,,,59.0,1,540,5,1,1,511,Potential Loyalists,2
Call,8262,30/03/2022 19:58,22066,Nigel Padilla,"P.O. Box 412, 5957 Arcu. Road",84848,073-048-2758,THT0009,410,2,Yes,697.0,,,,59.0,1,820,5,1,2,512,Potential Loyalists,2
Shopee,4527,30/04/2020 03:58,63353,Camden Knight,"509-6735 Non, Avenue",85405,028-277-6462,THT0007,370,3,No,1110.0,,,,758.0,1,1110,1,1,2,112,At Risk,3
Line,8285,30/06/2021 23:13,76807,Quinn Calderon,239-3897 Proin Street,78942,008-381-5346,THT0020,630,1,Yes,535.5,,,,332.0,1,630,3,1,1,311,Potential Loyalists,0
Call,6544,30/10/2021 23:09,78312,Constance Potts,781-4255 Cubilia St.,86527,086-333-1778,THT0017,570,2,Yes,969.0,,,,210.0,1,1140,4,1,3,413,Potential Loyalists,3
Facebook,3273,30/12/2021 13:23,51839,Levi Sutton,504-4951 Dolor Av.,34815,031-881-2627,THT0014,510,2,Yes,867.0,,,,149.0,1,1020,4,1,2,412,Potential Loyalists,0
Call,6743,31/01/2020 22:36,67902,Hadassah Blevins,"P.O. Box 277, 6455 Id St.",82864,052-548-6425,THT0014,510,4,Yes,1734.0,,,,848.0,1,2040,1,1,5,115,At Risk,3
Lazada,3780,31/01/2022 07:46,89605,Jermaine Harding,"750-7363 Semper, Rd.",37497,083-965-0706,THT0017,570,1,No,570.0,,,,117.0,1,570,5,1,1,511,Potential Loyalists,0
Lazada,8662,31/07/2021 23:26,76988,Ella Forbes,238-3128 Egestas. Road,30133,037-316-7468,THT0014,510,4,Yes,1734.0,,,,301.0,1,2040,3,1,5,315,Long time Big Buy,3
Facebook,5143,31/12/2021 08:17,47882,Noah Larsen,Ap #128-8855 Sed Rd.,66442,079-174-0516,THT0004,310,3,Yes,790.5,,,,148.0,1,930,4,1,2,412,Potential Loyalists,0
Facebook,2952,31/12/2021 10:26,18713,Sopoline Klein,Ap #704-3602 Nisl. Street,78621,008-610-3490,THT0008,390,3,No,1170.0,,,,148.0,1,1170,4,1,3,413,Potential Loyalists,2
Call,5475,31/12/2021 14:16,84754,Stephen Pruitt,Ap #275-8134 Ultrices St.,56225,008-721-7337,THT0008,390,5,Yes,1657.5,,,,148.0,1,1950,4,1,5,415,Long time Big Buy,3
